Year,GeoCode,Value
2000,,0.0
2001,,0.0
2002,,0.0
2003,,0.0
2004,,0.0
2005,,0.0
2006,,0.0
2007,,0.0
2008,,19.2
2009,,18.1
2010,,17.1
2011,,16.2
2012,,15.7
2013,,15.0
2014,,15.0
2015,,14.7
2016,,0.0
2017,,0.0
2000,TX,0.0
2001,TX,0.0
2002,TX,0.0
2003,TX,0.0
2004,TX,0.0
2005,TX,0.0
2006,TX,0.0
2007,TX,0.0
2008,TX,21.6
2009,TX,22.1
2010,TX,22.0
2011,TX,20.8
2012,TX,20.6
2013,TX,20.3
2014,TX,20.3
2015,TX,20.2
2016,TX,19.8
2017,TX,0.0
2000,WV,0.0
2001,WV,0.0
2002,WV,0.0
2003,WV,0.0
2004,WV,0.0
2005,WV,0.0
2006,WV,0.0
2007,WV,0.0
2008,WV,5.4
2009,WV,5.3
2010,WV,4.9
2011,WV,5.7
2012,WV,5.1
2013,WV,4.7
2014,WV,5.6
2015,WV,4.6
2016,WV,4.2
2017,WV,0.0
2000,OR,0.0
2001,OR,0.0
2002,OR,0.0
2003,OR,0.0
2004,OR,0.0
2005,OR,0.0
2006,OR,0.0
2007,OR,0.0
2008,OR,9.1
2009,OR,7.9
2010,OR,7.5
2011,OR,7.4
2012,OR,8.2
2013,OR,6.9
2014,OR,7.1
2015,OR,6.4
2016,OR,6.4
2017,OR,0.0
2000,IL,0.0
2001,IL,0.0
2002,IL,0.0
2003,IL,0.0
2004,IL,0.0
2005,IL,0.0
2006,IL,0.0
2007,IL,0.0
2008,IL,17.7
2009,IL,16.9
2010,IL,15.9
2011,IL,15.4
2012,IL,15.7
2013,IL,15.0
2014,IL,14.2
2015,IL,14.2
2016,IL,12.9
2017,IL,0.0
2000,IN,0.0
2001,IN,0.0
2002,IN,0.0
2003,IN,0.0
2004,IN,0.0
2005,IN,0.0
2006,IN,0.0
2007,IN,0.0
2008,IN,8.8
2009,IN,8.8
2010,IN,9.1
2011,IN,8.7
2012,IN,9.2
2013,IN,8.7
2014,IN,8.4
2015,IN,11.5
2016,IN,8.8
2017,IN,0.0
2000,IA,0.0
2001,IA,0.0
2002,IA,0.0
2003,IA,0.0
2004,IA,0.0
2005,IA,0.0
2006,IA,0.0
2007,IA,0.0
2008,IA,3.9
2009,IA,4.8
2010,IA,4.5
2011,IA,4.5
2012,IA,4.5
2013,IA,4.7
2014,IA,3.6
2015,IA,4.8
2016,IA,5.1
2017,IA,0.0
2000,SD,0.0
2001,SD,0.0
2002,SD,0.0
2003,SD,0.0
2004,SD,0.0
2005,SD,0.0
2006,SD,0.0
2007,SD,0.0
2008,SD,4.4
2009,SD,3.3
2010,SD,4.8
2011,SD,3.1
2012,SD,3.5
2013,SD,4.6
2014,SD,4.0
2015,SD,3.3
2016,SD,5.5
2017,SD,0.0
2000,NV,0.0
2001,NV,0.0
2002,NV,0.0
2003,NV,0.0
2004,NV,0.0
2005,NV,0.0
2006,NV,0.0
2007,NV,0.0
2008,NV,18.6
2009,NV,17.2
2010,NV,17.0
2011,NV,17.1
2012,NV,15.9
2013,NV,18.8
2014,NV,18.6
2015,NV,20.0
2016,NV,21.4
2017,NV,0.0
2000,OK,0.0
2001,OK,0.0
2002,OK,0.0
2003,OK,0.0
2004,OK,0.0
2005,OK,0.0
2006,OK,0.0
2007,OK,0.0
2008,OK,9.6
2009,OK,10.0
2010,OK,9.3
2011,OK,10.1
2012,OK,9.1
2013,OK,10.5
2014,OK,9.5
2015,OK,9.9
2016,OK,9.1
2017,OK,0.0
2000,MT,0.0
2001,MT,0.0
2002,MT,0.0
2003,MT,0.0
2004,MT,0.0
2005,MT,0.0
2006,MT,0.0
2007,MT,0.0
2008,MT,2.7
2009,MT,3.9
2010,MT,2.4
2011,MT,2.6
2012,MT,2.4
2013,MT,2.6
2014,MT,1.6
2015,MT,2.2
2016,MT,1.9
2017,MT,0.0
2000,CA,0.0
2001,CA,0.0
2002,CA,0.0
2003,CA,0.0
2004,CA,0.0
2005,CA,0.0
2006,CA,0.0
2007,CA,0.0
2008,CA,19.2
2009,CA,18.0
2010,CA,17.1
2011,CA,16.2
2012,CA,16.1
2013,CA,14.8
2014,CA,16.0
2015,CA,15.4
2016,CA,15.2
2017,CA,0.0
2000,VA,0.0
2001,VA,0.0
2002,VA,0.0
2003,VA,0.0
2004,VA,0.0
2005,VA,0.0
2006,VA,0.0
2007,VA,0.0
2008,VA,16.7
2009,VA,15.4
2010,VA,15.1
2011,VA,13.5
2012,VA,13.7
2013,VA,13.9
2014,VA,13.0
2015,VA,13.7
2016,VA,12.6
2017,VA,0.0
2000,KS,0.0
2001,KS,0.0
2002,KS,0.0
2003,KS,0.0
2004,KS,0.0
2005,KS,0.0
2006,KS,0.0
2007,KS,0.0
2008,KS,6.2
2009,KS,6.6
2010,KS,5.8
2011,KS,5.8
2012,KS,6.5
2013,KS,6.3
2014,KS,5.5
2015,KS,6.5
2016,KS,5.9
2017,KS,0.0
2000,MP,0.0
2001,MP,0.0
2002,MP,0.0
2003,MP,0.0
2004,MP,0.0
2005,MP,0.0
2006,MP,0.0
2007,MP,0.0
2008,MP,0.0
2009,MP,0.0
2010,MP,0.0
2011,MP,5.0
2012,MP,0.0
2013,MP,0.0
2014,MP,0.0
2015,MP,7.5
2016,MP,0.0
2017,MP,0.0
2000,AK,0.0
2001,AK,0.0
2002,AK,0.0
2003,AK,0.0
2004,AK,0.0
2005,AK,0.0
2006,AK,0.0
2007,AK,0.0
2008,AK,6.8
2009,AK,3.7
2010,AK,6.1
2011,AK,4.1
2012,AK,4.7
2013,AK,3.8
2014,AK,6.3
2015,AK,4.0
2016,AK,6.1
2017,AK,0.0
2000,VI,0.0
2001,VI,0.0
2002,VI,0.0
2003,VI,0.0
2004,VI,0.0
2005,VI,0.0
2006,VI,0.0
2007,VI,0.0
2008,VI,34.4
2009,VI,42.0
2010,VI,34.0
2011,VI,30.6
2012,VI,14.7
2013,VI,29.5
2014,VI,28.4
2015,VI,13.7
2016,VI,13.7
2017,VI,0.0
2000,NM,0.0
2001,NM,0.0
2002,NM,0.0
2003,NM,0.0
2004,NM,0.0
2005,NM,0.0
2006,NM,0.0
2007,NM,0.0
2008,NM,9.4
2009,NM,9.9
2010,NM,8.8
2011,NM,8.0
2012,NM,6.9
2013,NM,8.4
2014,NM,7.7
2015,NM,7.9
2016,NM,7.2
2017,NM,0.0
2000,RI,0.0
2001,RI,0.0
2002,RI,0.0
2003,RI,0.0
2004,RI,0.0
2005,RI,0.0
2006,RI,0.0
2007,RI,0.0
2008,RI,14.0
2009,RI,13.6
2010,RI,13.0
2011,RI,11.2
2012,RI,8.7
2013,RI,8.7
2014,RI,9.8
2015,RI,7.0
2016,RI,7.7
2017,RI,0.0
2000,KY,0.0
2001,KY,0.0
2002,KY,0.0
2003,KY,0.0
2004,KY,0.0
2005,KY,0.0
2006,KY,0.0
2007,KY,0.0
2008,KY,9.8
2009,KY,9.6
2010,KY,9.3
2011,KY,8.5
2012,KY,9.9
2013,KY,9.7
2014,KY,9.3
2015,KY,9.2
2016,KY,8.6
2017,KY,0.0
2000,DC,0.0
2001,DC,0.0
2002,DC,0.0
2003,DC,0.0
2004,DC,0.0
2005,DC,0.0
2006,DC,0.0
2007,DC,0.0
2008,DC,209.4
2009,DC,171.5
2010,DC,154.3
2011,DC,119.8
2012,DC,105.5
2013,DC,87.6
2014,DC,72.5
2015,DC,63.0
2016,DC,55.6
2017,DC,0.0
2000,GU,0.0
2001,GU,0.0
2002,GU,0.0
2003,GU,0.0
2004,GU,0.0
2005,GU,0.0
2006,GU,0.0
2007,GU,0.0
2008,GU,3.0
2009,GU,2.2
2010,GU,3.3
2011,GU,0.0
2012,GU,1.6
2013,GU,0.8
2014,GU,1.6
2015,GU,4.7
2016,GU,3.9
2017,GU,0.0
2000,PA,0.0
2001,PA,0.0
2002,PA,0.0
2003,PA,0.0
2004,PA,0.0
2005,PA,0.0
2006,PA,0.0
2007,PA,0.0
2008,PA,17.0
2009,PA,15.8
2010,PA,14.0
2011,PA,12.9
2012,PA,13.2
2013,PA,12.2
2014,PA,11.1
2015,PA,10.8
2016,PA,10.6
2017,PA,0.0
2000,NJ,0.0
2001,NJ,0.0
2002,NJ,0.0
2003,NJ,0.0
2004,NJ,0.0
2005,NJ,0.0
2006,NJ,0.0
2007,NJ,0.0
2008,NJ,20.5
2009,NJ,19.9
2010,NJ,18.7
2011,NJ,16.1
2012,NJ,17.4
2013,NJ,16.0
2014,NJ,16.5
2015,NJ,15.4
2016,NJ,15.2
2017,NJ,0.0
2000,TN,0.0
2001,TN,0.0
2002,TN,0.0
2003,TN,0.0
2004,TN,0.0
2005,TN,0.0
2006,TN,0.0
2007,TN,0.0
2008,TN,19.3
2009,TN,17.9
2010,TN,16.2
2011,TN,15.8
2012,TN,15.9
2013,TN,14.4
2014,TN,13.8
2015,TN,13.4
2016,TN,12.8
2017,TN,0.0
2000,MN,0.0
2001,MN,0.0
2002,MN,0.0
2003,MN,0.0
2004,MN,0.0
2005,MN,0.0
2006,MN,0.0
2007,MN,0.0
2008,MN,7.7
2009,MN,8.8
2010,MN,7.7
2011,MN,6.7
2012,MN,7.0
2013,MN,6.8
2014,MN,6.7
2015,MN,6.5
2016,MN,6.2
2017,MN,0.0
2000,PR,0.0
2001,PR,0.0
2002,PR,0.0
2003,PR,0.0
2004,PR,0.0
2005,PR,0.0
2006,PR,0.0
2007,PR,0.0
2008,PR,29.1
2009,PR,25.6
2010,PR,25.6
2011,PR,24.2
2012,PR,24.2
2013,PR,21.2
2014,PR,20.7
2015,PR,18.3
2016,PR,17.8
2017,PR,0.0
2000,NC,0.0
2001,NC,0.0
2002,NC,0.0
2003,NC,0.0
2004,NC,0.0
2005,NC,0.0
2006,NC,0.0
2007,NC,0.0
2008,NC,23.3
2009,NC,20.9
2010,NC,18.3
2011,NC,18.3
2012,NC,15.4
2013,NC,15.8
2014,NC,15.9
2015,NC,15.8
2016,NC,16.5
2017,NC,0.0
2000,AS,0.0
2001,AS,0.0
2002,AS,0.0
2003,AS,0.0
2004,AS,0.0
2005,AS,0.0
2006,AS,0.0
2007,AS,0.0
2008,AS,0.0
2009,AS,0.0
2010,AS,0.0
2011,AS,0.0
2012,AS,0.0
2013,AS,0.0
2014,AS,0.0
2015,AS,0.0
2016,AS,0.0
2017,AS,0.0
2000,ME,0.0
2001,ME,0.0
2002,ME,0.0
2003,ME,0.0
2004,ME,0.0
2005,ME,0.0
2006,ME,0.0
2007,ME,0.0
2008,ME,4.0
2009,ME,4.9
2010,ME,4.9
2011,ME,4.3
2012,ME,4.1
2013,ME,2.8
2014,ME,4.8
2015,ME,4.0
2016,ME,4.3
2017,ME,0.0
2000,WY,0.0
2001,WY,0.0
2002,WY,0.0
2003,WY,0.0
2004,WY,0.0
2005,WY,0.0
2006,WY,0.0
2007,WY,0.0
2008,WY,5.2
2009,WY,4.5
2010,WY,4.1
2011,WY,3.2
2012,WY,1.5
2013,WY,3.3
2014,WY,2.1
2015,WY,3.5
2016,WY,4.1
2017,WY,0.0
2000,MA,0.0
2001,MA,0.0
2002,MA,0.0
2003,MA,0.0
2004,MA,0.0
2005,MA,0.0
2006,MA,0.0
2007,MA,0.0
2008,MA,13.6
2009,MA,12.5
2010,MA,12.8
2011,MA,12.6
2012,MA,12.4
2013,MA,12.0
2014,MA,11.4
2015,MA,10.5
2016,MA,12.1
2017,MA,0.0
2000,CO,0.0
2001,CO,0.0
2002,CO,0.0
2003,CO,0.0
2004,CO,0.0
2005,CO,0.0
2006,CO,0.0
2007,CO,0.0
2008,CO,11.2
2009,CO,9.2
2010,CO,10.2
2011,CO,8.7
2012,CO,8.7
2013,CO,7.1
2014,CO,8.5
2015,CO,8.3
2016,CO,9.1
2017,CO,0.0
2000,AZ,0.0
2001,AZ,0.0
2002,AZ,0.0
2003,AZ,0.0
2004,AZ,0.0
2005,AZ,0.0
2006,AZ,0.0
2007,AZ,0.0
2008,AZ,13.1
2009,AZ,12.1
2010,AZ,11.9
2011,AZ,10.6
2012,AZ,11.6
2013,AZ,12.7
2014,AZ,13.4
2015,AZ,12.3
2016,AZ,13.5
2017,AZ,0.0
2000,MI,0.0
2001,MI,0.0
2002,MI,0.0
2003,MI,0.0
2004,MI,0.0
2005,MI,0.0
2006,MI,0.0
2007,MI,0.0
2008,MI,9.4
2009,MI,9.7
2010,MI,9.3
2011,MI,9.4
2012,MI,9.6
2013,MI,9.1
2014,MI,9.4
2015,MI,8.7
2016,MI,8.9
2017,MI,0.0
2000,ID,0.0
2001,ID,0.0
2002,ID,0.0
2003,ID,0.0
2004,ID,0.0
2005,ID,0.0
2006,ID,0.0
2007,ID,0.0
2008,ID,4.2
2009,ID,4.0
2010,ID,3.6
2011,ID,2.8
2012,ID,3.0
2013,ID,1.9
2014,ID,1.7
2015,ID,3.0
2016,ID,3.2
2017,ID,0.0
2000,NE,0.0
2001,NE,0.0
2002,NE,0.0
2003,NE,0.0
2004,NE,0.0
2005,NE,0.0
2006,NE,0.0
2007,NE,0.0
2008,NE,6.7
2009,NE,7.4
2010,NE,7.7
2011,NE,5.3
2012,NE,5.5
2013,NE,5.2
2014,NE,5.7
2015,NE,5.2
2016,NE,4.9
2017,NE,0.0
2000,FL,0.0
2001,FL,0.0
2002,FL,0.0
2003,FL,0.0
2004,FL,0.0
2005,FL,0.0
2006,FL,0.0
2007,FL,0.0
2008,FL,38.4
2009,FL,33.0
2010,FL,29.3
2011,FL,28.5
2012,FL,27.1
2013,FL,26.0
2014,FL,26.7
2015,FL,27.0
2016,FL,28.0
2017,FL,0.0
2000,MD,0.0
2001,MD,0.0
2002,MD,0.0
2003,MD,0.0
2004,MD,0.0
2005,MD,0.0
2006,MD,0.0
2007,MD,0.0
2008,MD,45.2
2009,MD,37.1
2010,MD,37.5
2011,MD,30.1
2012,MD,27.6
2013,MD,26.6
2014,MD,25.3
2015,MD,23.7
2016,MD,21.7
2017,MD,0.0
2000,WI,0.0
2001,WI,0.0
2002,WI,0.0
2003,WI,0.0
2004,WI,0.0
2005,WI,0.0
2006,WI,0.0
2007,WI,0.0
2008,WI,5.1
2009,WI,5.9
2010,WI,5.3
2011,WI,5.2
2012,WI,4.5
2013,WI,5.1
2014,WI,4.4
2015,WI,4.6
2016,WI,4.6
2017,WI,0.0
2000,OH,0.0
2001,OH,0.0
2002,OH,0.0
2003,OH,0.0
2004,OH,0.0
2005,OH,0.0
2006,OH,0.0
2007,OH,0.0
2008,OH,11.1
2009,OH,10.9
2010,OH,10.2
2011,OH,10.8
2012,OH,10.5
2013,OH,10.8
2014,OH,9.8
2015,OH,9.6
2016,OH,9.9
2017,OH,0.0
2000,MS,0.0
2001,MS,0.0
2002,MS,0.0
2003,MS,0.0
2004,MS,0.0
2005,MS,0.0
2006,MS,0.0
2007,MS,0.0
2008,MS,21.7
2009,MS,20.7
2010,MS,18.9
2011,MS,21.6
2012,MS,18.3
2013,MS,19.4
2014,MS,19.4
2015,MS,20.5
2016,MS,17.1
2017,MS,0.0
2000,HI,0.0
2001,HI,0.0
2002,HI,0.0
2003,HI,0.0
2004,HI,0.0
2005,HI,0.0
2006,HI,0.0
2007,HI,0.0
2008,HI,8.0
2009,HI,8.8
2010,HI,9.2
2011,HI,7.2
2012,HI,7.1
2013,HI,8.3
2014,HI,8.3
2015,HI,10.1
2016,HI,6.8
2017,HI,0.0
2000,VT,0.0
2001,VT,0.0
2002,VT,0.0
2003,VT,0.0
2004,VT,0.0
2005,VT,0.0
2006,VT,0.0
2007,VT,0.0
2008,VT,3.6
2009,VT,3.4
2010,VT,3.9
2011,VT,2.2
2012,VT,2.8
2013,VT,2.2
2014,VT,3.5
2015,VT,2.4
2016,VT,1.5
2017,VT,0.0
2000,CT,0.0
2001,CT,0.0
2002,CT,0.0
2003,CT,0.0
2004,CT,0.0
2005,CT,0.0
2006,CT,0.0
2007,CT,0.0
2008,CT,12.2
2009,CT,12.1
2010,CT,13.1
2011,CT,11.8
2012,CT,9.6
2013,CT,10.7
2014,CT,9.5
2015,CT,8.9
2016,CT,8.2
2017,CT,0.0
2000,AL,0.0
2001,AL,0.0
2002,AL,0.0
2003,AL,0.0
2004,AL,0.0
2005,AL,0.0
2006,AL,0.0
2007,AL,0.0
2008,AL,18.5
2009,AL,17.9
2010,AL,17.1
2011,AL,17.1
2012,AL,16.5
2013,AL,15.7
2014,AL,16.6
2015,AL,16.2
2016,AL,13.1
2017,AL,0.0
2000,NH,0.0
2001,NH,0.0
2002,NH,0.0
2003,NH,0.0
2004,NH,0.0
2005,NH,0.0
2006,NH,0.0
2007,NH,0.0
2008,NH,3.9
2009,NH,3.6
2010,NH,4.5
2011,NH,3.5
2012,NH,4.2
2013,NH,3.0
2014,NH,3.6
2015,NH,2.1
2016,NH,3.6
2017,NH,0.0
2000,MO,0.0
2001,MO,0.0
2002,MO,0.0
2003,MO,0.0
2004,MO,0.0
2005,MO,0.0
2006,MO,0.0
2007,MO,0.0
2008,MO,11.1
2009,MO,10.5
2010,MO,11.5
2011,MO,10.5
2012,MO,10.5
2013,MO,9.2
2014,MO,9.2
2015,MO,9.1
2016,MO,10.0
2017,MO,0.0
2000,LA,0.0
2001,LA,0.0
2002,LA,0.0
2003,LA,0.0
2004,LA,0.0
2005,LA,0.0
2006,LA,0.0
2007,LA,0.0
2008,LA,29.5
2009,LA,32.3
2010,LA,29.7
2011,LA,32.0
2012,LA,27.1
2013,LA,29.7
2014,LA,31.5
2015,LA,28.8
2016,LA,29.7
2017,LA,0.0
2000,UT,0.0
2001,UT,0.0
2002,UT,0.0
2003,UT,0.0
2004,UT,0.0
2005,UT,0.0
2006,UT,0.0
2007,UT,0.0
2008,UT,6.0
2009,UT,5.7
2010,UT,3.9
2011,UT,5.0
2012,UT,5.5
2013,UT,4.8
2014,UT,5.1
2015,UT,5.4
2016,UT,5.7
2017,UT,0.0
2000,NY,0.0
2001,NY,0.0
2002,NY,0.0
2003,NY,0.0
2004,NY,0.0
2005,NY,0.0
2006,NY,0.0
2007,NY,0.0
2008,NY,29.7
2009,NY,26.7
2010,NY,24.7
2011,NY,23.5
2012,NY,21.8
2013,NY,19.8
2014,NY,20.2
2015,NY,18.6
2016,NY,17.2
2017,NY,0.0
2000,GA,0.0
2001,GA,0.0
2002,GA,0.0
2003,GA,0.0
2004,GA,0.0
2005,GA,0.0
2006,GA,0.0
2007,GA,0.0
2008,GA,40.7
2009,GA,37.4
2010,GA,33.7
2011,GA,33.9
2012,GA,32.6
2013,GA,28.2
2014,GA,28.2
2015,GA,30.7
2016,GA,31.8
2017,GA,0.0
2000,DE,0.0
2001,DE,0.0
2002,DE,0.0
2003,DE,0.0
2004,DE,0.0
2005,DE,0.0
2006,DE,0.0
2007,DE,0.0
2008,DE,22.1
2009,DE,20.8
2010,DE,17.3
2011,DE,14.8
2012,DE,17.9
2013,DE,14.0
2014,DE,14.6
2015,DE,13.0
2016,DE,14.5
2017,DE,0.0
2000,ND,0.0
2001,ND,0.0
2002,ND,0.0
2003,ND,0.0
2004,ND,0.0
2005,ND,0.0
2006,ND,0.0
2007,ND,0.0
2008,ND,2.4
2009,ND,2.4
2010,ND,2.3
2011,ND,2.1
2012,ND,1.9
2013,ND,3.2
2014,ND,3.4
2015,ND,3.2
2016,ND,7.4
2017,ND,0.0
2000,WA,0.0
2001,WA,0.0
2002,WA,0.0
2003,WA,0.0
2004,WA,0.0
2005,WA,0.0
2006,WA,0.0
2007,WA,0.0
2008,WA,9.7
2009,WA,9.6
2010,WA,9.6
2011,WA,8.5
2012,WA,8.6
2013,WA,7.6
2014,WA,7.4
2015,WA,7.5
2016,WA,7.1
2017,WA,0.0
2000,SC,0.0
2001,SC,0.0
2002,SC,0.0
2003,SC,0.0
2004,SC,0.0
2005,SC,0.0
2006,SC,0.0
2007,SC,0.0
2008,SC,18.9
2009,SC,20.3
2010,SC,20.0
2011,SC,19.0
2012,SC,17.7
2013,SC,17.9
2014,SC,18.7
2015,SC,16.2
2016,SC,18.1
2017,SC,0.0
2000,AR,0.0
2001,AR,0.0
2002,AR,0.0
2003,AR,0.0
2004,AR,0.0
2005,AR,0.0
2006,AR,0.0
2007,AR,0.0
2008,AR,10.5
2009,AR,12.0
2010,AR,9.7
2011,AR,10.0
2012,AR,10.3
2013,AR,10.7
2014,AR,12.4
2015,AR,11.0
2016,AR,12.7
2017,AR,0.0
